"trt","plot","depth","Mg.ha.day","year","block"
"CC","12","5",1.21289096895106e-05,2012,"1"
"CC","12","15",0.000114713813776283,2012,"1"
"CC","12","30",0.000290770475579255,2012,"1"
"CC","12","60",0.000341368079952711,2012,"1"
"CC","12","100",0.000298202282682199,2012,"1"
"CC","21","5",1.18882689489547e-05,2012,"2"
"CC","21","15",0.000125615849554782,2012,"2"
"CC","21","30",0.000263483683851255,2012,"2"
"CC","21","60",0.000340048369353694,2012,"2"
"CC","21","100",0.000320886906464946,2012,"2"
"CC","35","5",1.1795553229437e-05,2012,"3"
"CC","35","15",0.00013246474993981,2012,"3"
"CC","35","30",0.000284469065196933,2012,"3"
"CC","35","60",0.00031191050924668,2012,"3"
"CC","35","100",0.00030162084274769,2012,"3"
"CC","43","5",1.10212828041626e-05,2012,"4"
"CC","43","15",0.000117835579622049,2012,"4"
"CC","43","30",0.000283692266468978,2012,"4"
"CC","43","60",0.000382732818679818,2012,"4"
"CC","43","100",0.000391381665142793,2012,"4"
"CCW","14","5",1.11119368411132e-05,2012,"1"
"CCW","14","15",0.000169330010605539,2012,"1"
"CCW","14","30",0.000325597383169045,2012,"1"
"CCW","14","60",0.000361006775911937,2012,"1"
"CCW","14","100",0.00034808636417168,2012,"1"
"CCW","25","5",1.10030212571797e-05,2012,"2"
"CCW","25","15",0.000167005945451874,2012,"2"
"CCW","25","30",0.000389597038304589,2012,"2"
"CCW","25","60",0.000443051735046185,2012,"2"
"CCW","25","100",0.000425868409795778,2012,"2"
"CCW","36","5",9.57207562152583e-06,2012,"3"
"CCW","36","15",0.000248357791131125,2012,"3"
"CCW","36","30",0.00041696340418115,2012,"3"
"CCW","36","60",0.000407917072274928,2012,"3"
"CCW","36","100",0.000271281033816514,2012,"3"
"CCW","42","5",1.09803407851905e-05,2012,"4"
"CCW","42","15",0.000166555201522077,2012,"4"
"CCW","42","30",0.000290469516044304,2012,"4"
"CCW","42","60",0.000382067158034604,2012,"4"
"CCW","42","100",0.00037024952039716,2012,"4"
"CS","16","5",1.32072675944881e-05,2012,"1"
"CS","16","15",9.58572306791285e-05,2012,"1"
"CS","16","30",0.00017551385906573,2012,"1"
"CS","16","60",0.000205147687545803,2012,"1"
"CS","16","100",0.000239787124514492,2012,"1"
"CS","22","5",1.24896276083124e-05,2012,"2"
"CS","22","15",8.55505117064598e-05,2012,"2"
"CS","22","30",0.000202558342134428,2012,"2"
"CS","22","60",0.000199940492834413,2012,"2"
"CS","22","100",0.000286652303084911,2012,"2"
"CS","34","5",1.3304863452546e-05,2012,"3"
"CS","34","15",6.59567764334934e-05,2012,"3"
"CS","34","30",0.000170485988256944,2012,"3"
"CS","34","60",0.000173706247920596,2012,"3"
"CS","34","100",0.000216953267773554,2012,"3"
"CS","45","5",1.27502695342002e-05,2012,"4"
"CS","45","15",8.7952677083965e-05,2012,"4"
"CS","45","30",0.000178757061013371,2012,"4"
"CS","45","60",0.000205753668294153,2012,"4"
"CS","45","100",0.000192647419868079,2012,"4"
"P","13","5",7.84346553809476e-08,2012,"1"
"P","13","15",0.000633319341653528,2012,"1"
"P","13","30",0.000903567740479485,2012,"1"
"P","13","60",0.000245285105990607,2012,"1"
"P","13","100",0.000701892338394947,2012,"1"
"P","24","5",8.231387328737e-08,2012,"2"
"P","24","15",0.000687165147475583,2012,"2"
"P","24","30",0.000904376737070666,2012,"2"
"P","24","60",0.000444900248898225,2012,"2"
"P","24","100",0.000612199100782278,2012,"2"
"P","31","5",8.01672409685365e-08,2012,"3"
"P","31","15",0.000697450758540665,2012,"3"
"P","31","30",0.000891758848429805,2012,"3"
"P","31","60",0.000491702199027009,2012,"3"
"P","31","100",0.000592853279913783,2012,"3"
"P","46","5",7.81161619556439e-08,2012,"4"
"P","46","15",0.000420708390032331,2012,"4"
"P","46","30",0.000872798665829153,2012,"4"
"P","46","60",0.000477434351696092,2012,"4"
"P","46","100",0.00079639892916523,2012,"4"
"PF","15","5",4.08483796488998e-08,2012,"1"
"PF","15","15",0.000433531568135015,2012,"1"
"PF","15","30",0.000678129669884749,2012,"1"
"PF","15","60",0.000539094753112271,2012,"1"
"PF","15","100",0.000615708394443273,2012,"1"
"PF","23","5",3.80779815199098e-08,2012,"2"
"PF","23","15",0.000523039183512181,2012,"2"
"PF","23","30",0.000751991107842181,2012,"2"
"PF","23","60",0.000630240743563558,2012,"2"
"PF","23","100",0.000500286520562736,2012,"2"
"PF","32","5",3.95666295815393e-08,2012,"3"
"PF","32","15",0.000526998717482443,2012,"3"
"PF","32","30",0.000829862584533546,2012,"3"
"PF","32","60",0.000592706734185143,2012,"3"
"PF","32","100",0.000608705764424996,2012,"3"
"PF","41","5",4.07417588975504e-08,2012,"4"
"PF","41","15",0.000446836247097709,2012,"4"
"PF","41","30",0.000684934426704895,2012,"4"
"PF","41","60",0.000549391314453673,2012,"4"
"PF","41","100",0.00050533261294658,2012,"4"
"SC","11","5",1.09640492283639e-05,2012,"1"
"SC","11","15",7.06091526337671e-05,2012,"1"
"SC","11","30",0.000178555867438715,2012,"1"
"SC","11","60",0.000208023368579728,2012,"1"
"SC","11","100",0.000249624636036276,2012,"1"
"SC","26","5",1.29793652348439e-05,2012,"2"
"SC","26","15",7.7148476749489e-05,2012,"2"
"SC","26","30",0.000177705611529026,2012,"2"
"SC","26","60",0.000188818581075914,2012,"2"
"SC","26","100",0.000261514458866371,2012,"2"
"SC","33","5",1.23630736542637e-05,2012,"3"
"SC","33","15",9.03749367826364e-05,2012,"3"
"SC","33","30",0.000211047470994816,2012,"3"
"SC","33","60",0.000220993027849571,2012,"3"
"SC","33","100",0.000303955256296325,2012,"3"
"SC","44","5",1.34721769930848e-05,2012,"4"
"SC","44","15",7.08626295723371e-05,2012,"4"
"SC","44","30",0.00020485916103619,2012,"4"
"SC","44","60",0.000208158165511904,2012,"4"
"SC","44","100",0.000261624672426768,2012,"4"
